cowcode,ccode,year,legis,date_low,date_upp,pty_acrn,pty_name,pty_code,fac_name,fac_code,s_low,ts_low,s_upp,ts_upp,presp,cl_other,cl_altman,cl_deheza,cl_dpi,founded,source
160,ARG,1985,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PDP,Partido Demócrata Progresista,160191401,,160191401000,1,254,0,46,0,,0,0,0,1914,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1985,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PL,Partido Liberal de Corrientes,160185602,,160185602000,1,254,1,46,0,,0,0,0,1856,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1985,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PRS,Partido Renovador de Salta,160198403,,160198403000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,UCR,Unión Cívica Radical,160189001,,160189001000,129,254,18,46,1,1,1,0,1,1890,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PJ,Partido Justicialista,160194501,,160194501000,101,254,21,46,0,,0,0,0,1945,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PI,Partido Intransigente,160197201,,160197201000,6,254,0,46,0,,0,0,0,1972,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,UCD,Unión del Centro Democrático,160198001,,160198001000,3,254,0,46,0,,0,0,0,1980,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,MPJ,Movimiento Popular Jujeño,160197202,,160197202000,2,254,0,46,0,,0,0,0,1972,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,MPN,Movimiento Popular Neuquino,160196202,,160196202000,2,254,2,46,0,,0,0,0,1962,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PA,Partido Autonomista de Corrientes,160196201,,160196201000,2,254,2,46,0,,0,0,0,1962,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PDC,Partido Demócrata Cristiano,160195401,,160195401000,2,254,0,46,0,,0,0,0,1954,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,MID,Movimiento de Integración y Desarrollo,160196401,,160196401000,1,254,1,46,0,,0,0,0,1964,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,MPC,Movimiento Popular Catamarqueno,160198402,,160198402000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PB,Partido Bloquista de San Juan,160198203,,160198203000,1,254,2,46,0,,0,0,0,1982,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PD,Partido Democráta de Mendoza,160198401,,160198401000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PDP,Partido Demócrata Progresista,160191401,,160191401000,1,254,0,46,0,,0,0,0,1914,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PL,Partido Liberal de Corrientes,160185602,,160185602000,1,254,0,46,0,,0,0,0,1856,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1986,1,1985-11-03T00:00:00Z,1985-11-03T00:00:00Z,PRS,Partido Renovador de Salta,160198403,,160198403000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,UCR,Unión Cívica Radical,160189001,,160189001000,113,254,18,46,1,1,1,0,1,1890,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PJ,Partido Justicialista,160194501,,160194501000,103,254,21,46,0,,1,0,0,1945,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,UCD,Unión del Centro Democrático,160198001,,160198001000,7,254,0,46,0,,0,0,0,1980,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PI,Partido Intransigente,160197201,,160197201000,5,254,0,46,0,,0,0,0,1972,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PDC,Partido Demócrata Cristiano,160195401,,160195401000,3,254,0,46,0,,0,0,0,1954,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,BSUC,Bloquista Socialista Unificado Cristiano,160198601,,160198601000,2,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MPJ,Movimiento Popular Jujeño,160197202,,160197202000,2,254,0,46,0,,0,0,0,1972,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MPN,Movimiento Popular Neuquino,160196202,,160196202000,2,254,2,46,0,,0,0,0,1962,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PA,Partido Autonomista de Corrientes,160196201,,160196201000,2,254,2,46,0,,0,0,0,1962,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PDP,Partido Demócrata Progresista,160191401,,160191401000,2,254,0,46,0,,0,0,0,1914,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PL,Partido Liberal de Corrientes,160185602,,160185602000,2,254,0,46,0,,0,0,0,1856,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PRS,Partido Renovador de Salta,160198403,,160198403000,2,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MID,Movimiento de Integración y Desarrollo,160196401,,160196401000,1,254,1,46,0,,0,0,0,1964,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MPC,Movimiento Popular Catamarqueno,160198402,,160198402000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PB,Partido Bloquista de San Juan,160198203,,160198203000,1,254,2,46,0,,0,0,0,1982,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,DPBB,Partido Defensa  Provincial Bandera Blanca,160198602,,160198602000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PD,Partido Democráta de Mendoza,160198401,,160198401000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PF,Partido Federal,160197901,,160197901000,1,254,0,46,0,,0,0,0,1979,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PPR,Partido Provincial Rionegrino,160198603,,160198603000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PRBA,Partido Renovador de la Provincia de Buenos Aires,160198604,,160198604000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1987,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,US,Unidad Socialista,160198605,,160198605000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,UCR,Unión Cívica Radical,160189001,,160189001000,113,254,18,46,1,1,1,0,1,1890,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PJ,Partido Justicialista,160194501,,160194501000,103,254,21,46,0,,0,0,0,1945,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,UCD,Unión del Centro Democrático,160198001,,160198001000,7,254,0,46,0,,0,0,0,1980,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PI,Partido Intransigente,160197201,,160197201000,5,254,0,46,0,,0,0,0,1972,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PDC,Partido Demócrata Cristiano,160195401,,160195401000,3,254,0,46,0,,0,0,0,1954,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,BSUC,Bloquista Socialista Unificado Cristiano,160198601,,160198601000,2,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MPJ,Movimiento Popular Jujeño,160197202,,160197202000,2,254,0,46,0,,0,0,0,1972,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MPN,Movimiento Popular Neuquino,160196202,,160196202000,2,254,2,46,0,,0,0,0,1962,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PA,Partido Autonomista de Corrientes,160196201,,160196201000,2,254,2,46,0,,0,0,0,1962,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PDP,Partido Demócrata Progresista,160191401,,160191401000,2,254,0,46,0,,0,0,0,1914,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PL,Partido Liberal de Corrientes,160185602,,160185602000,2,254,0,46,0,,0,0,0,1856,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PRS,Partido Renovador de Salta,160198403,,160198403000,2,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MID,Movimiento de Integración y Desarrollo,160196401,,160196401000,1,254,1,46,0,,0,0,0,1964,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,MPC,Movimiento Popular Catamarqueno,160198402,,160198402000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PB,Partido Bloquista de San Juan,160198203,,160198203000,1,254,2,46,0,,0,0,0,1982,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,DPBB,Partido Defensa  Provincial Bandera Blanca,160198602,,160198602000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PD,Partido Democráta de Mendoza,160198401,,160198401000,1,254,0,46,0,,0,0,0,1984,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PF,Partido Federal,160197901,,160197901000,1,254,0,46,0,,0,0,0,1979,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PPR,Partido Provincial Rionegrino,160198603,,160198603000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,PRBA,Partido Renovador de la Provincia de Buenos Aires,160198604,,160198604000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1988,1,1987-09-06T00:00:00Z,1987-09-06T00:00:00Z,US,Unidad Socialista,160198605,,160198605000,1,254,0,46,0,,0,0,0,1986,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
160,ARG,1989,1,1989-05-14T00:00:00Z,1989-05-14T00:00:00Z,PJ,Partido Justicialista,160194501,,160194501000,122,254,27,46,1,1,1,0,1,1945,"(IDB) Anuario Estadistico de la Republica Argentina. Vol. 15, 1999, Vol. 13, 1997, Vol. 9, 1993; Liliana De Riz and Eduardo Feldman, Guia del Parlamento Argentino, Buenos Aires: Fundación Friedrich Ebert, 1990; Carlos Castro website; Camara de Diputados website."
